Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.00029926572,-4.867476274204244,63.86842105263158,1.747621,-4.866213192608183
20000,1.4211214,0.0002977488,-4.774465755074315,63.825806451612905,1.4011579,-4.774430910521938
30000,1.4219377,0.00029623962,-4.4863781589904255,62.36538461538461,0.98399276,-4.486411495468555
40000,1.4227761,0.00029473755,-4.779998688002369,62.0503144654088,0.8406283,-4.780054045595088
50000,1.4238551,0.00029324458,-4.774987133803407,62.48076923076923,0.36098734,-4.774928174053247
60000,1.4251591,0.00029174713,-4.869709036149714,63.493506493506494,0.07950941,-4.869289570766223
70000,1.4263736,0.00029024718,-4.580348344910289,63.225806451612904,-0.36021876,-4.580743207614268
80000,1.4275017,0.00028875546,-4.667197299388774,63.57615894039735,-0.5897565,-4.667198614815608
90000,1.4276555,0.00028725478,-4.774254142536571,63.55483870967742,-1.0823671,-4.774316070925805
100000,1.4283043,0.0002857456,-4.675832429131215,64.42857142857143,-1.4763076,-4.675820750704446
110000,1.428734,0.00028423866,-4.3656652926048265,64.6,-1.7341298,-4.370225128501851
120000,1.4278638,0.000282741,-4.866150620914996,65.09333333333333,-2.0405948,-4.866150620579719
130000,1.4267464,0.0002812415,-4.361836202928622,65.51006711409396,-2.0868683,-4.361836212593437
140000,1.4259688,0.000279751,-4.766465289853513,65.4,-2.4153914,-4.764280497377751
150000,1.4259896,0.00027825224,-4.767886023029426,64.89403973509934,-2.5618384,-4.7681270788935635
160000,1.42583,0.0002767546,-4.673286229219848,64.41176470588235,-2.6471133,-4.673334603751797
170000,1.425103,0.00027525646,-4.755583299941565,66.90277777777777,-2.8783057,-4.757601342530086
180000,1.4241616,0.000273754,-4.335303452973078,68.44755244755245,-2.6450195,-4.335303456008018
190000,1.4232105,0.00027224736,-4.8615235668241645,68.70138888888889,-2.9800296,-4.860132806784623
200000,1.4220793,0.00027074394,-4.431981521077349,69.16312056737588,-2.8799837,-4.432015543499737
210000,1.4212004,0.00026924154,-3.915574776927022,68.3006993006993,-2.8293645,-3.9234916122319796
220000,1.4209017,0.00026774497,-4.229825123398845,67.91608391608392,-3.00652,-4.2298251110148595
