Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189384,0.00029926508,-4.9311650589725735,103.86046511627907,-0.79072267,-4.931165057386076
20000,1.4195428,0.0002977472,-4.9414140861015765,116.03529411764706,-0.8417534,-4.939971389337664
30000,1.4190624,0.00029625327,-4.9133257676299005,152.74193548387098,0.021229593,-4.915695186290476
40000,1.4191906,0.00029475812,-4.90885449758251,133.9848484848485,-0.4620587,-4.908854521472346
50000,1.4193361,0.0002932475,-4.923872656997463,193.61818181818182,0.023519147,-4.9238726906478405
60000,1.4192407,0.0002917523,-4.78529994269571,182.4,-0.36412993,-4.785299940258264
70000,1.4190375,0.00029024537,-4.829211702713841,217.86274509803923,-0.45824087,-4.829211761554082
80000,1.419205,0.00028875025,-4.6781908767262586,130.65151515151516,-0.9520272,-4.678190903004372
90000,1.4200373,0.00028725853,-5.143063371515515,140.84146341463415,-1.5815232,-5.140632062690494
100000,1.4195282,0.0002857614,-5.200319919812803,197.04444444444445,-1.024278,-5.2033564767435845
110000,1.4182762,0.00028424792,-5.154679257133655,152.25862068965517,-1.462037,-5.154679249972105
120000,1.4175577,0.00028273708,-5.032690417733864,266.5,-0.86137015,-5.032690484076738
130000,1.4172652,0.0002812435,-4.888641305484584,144.89655172413794,-1.6066775,-4.885887630414545
140000,1.4170809,0.0002797475,-4.659071359761583,156.64285714285714,-1.7945637,-4.664515452065938
150000,1.4164876,0.0002782466,-5.112573437796659,110.83132530120481,-2.2805793,-5.112573446907911
160000,1.4159856,0.00027675205,-4.325049336756584,125.45679012345678,-2.287175,-4.325049356453949
170000,1.4164084,0.0002752544,-5.004129176621343,155.47692307692307,-1.9802438,-5.0012687054113485
180000,1.4173009,0.0002737589,-4.6602880778343625,166.135593220339,-2.0649767,-4.669069985797008
190000,1.4176208,0.00027225088,-4.928628903638193,143.68115942028984,-2.248347,-4.928628912222559
200000,1.4174538,0.0002707359,-4.842448331633462,162.3548387096774,-2.3207228,-4.842448357733026
210000,1.4169834,0.00026925124,-4.650432226139181,132.0483870967742,-2.1989744,-4.650432224956251
220000,1.4164991,0.00026775704,-3.806128870426134,246.51111111111112,-1.7797183,-3.80612889263365
230000,1.4161474,0.00026625974,-4.795062722858526,184.19607843137254,-1.6689389,-4.795062736553304
240000,1.4155557,0.000264753,-3.337152869181534,196.84313725490196,-1.6472477,-3.3371529082457223
250000,1.4149427,0.00026324444,-5.135594760509232,133.36363636363637,-2.4736977,-5.13559476924794
260000,1.4146028,0.00026174707,-4.76250207888277,185.06382978723406,-1.7320229,-4.762502102458731
270000,1.4146012,0.0002602417,-4.821770319360507,189.07407407407408,-1.8737676,-4.821770324130301
280000,1.4139006,0.00025874676,-3.6056315455904326,181.59649122807016,-1.8665646,-3.6056315640085623
290000,1.4132901,0.00025724957,-4.497701391020952,147.52173913043478,-2.1095426,-4.497701379484025
300000,1.4128803,0.00025574747,-4.913606704370577,165.08474576271186,-2.1287374,-4.913606789152501
310000,1.4127675,0.00025425904,-3.957939996397181,204.6,-1.4033433,-3.9579400070011617
320000,1.412607,0.00025274942,-4.662045665363881,159.37142857142857,-2.1734118,-4.662045669076698
330000,1.412896,0.00025124676,-5.134117757978096,131.94520547945206,-2.3669736,-5.134117800895482
340000,1.4117562,0.000249745,-4.453273835443922,210.7391304347826,-1.8115841,-4.439382156646914
350000,1.4114488,0.00024825218,-4.7623727690417,130.58024691358025,-2.5312407,-4.7662267595892995
360000,1.410775,0.00024676113,-4.6844289502722845,117.3768115942029,-2.230324,-4.684428929310778
370000,1.4101117,0.00024524351,-4.205183615189934,222.0204081632653,-1.7935537,-4.205183610472144
380000,1.4098523,0.00024374897,-4.830424971668981,202.2,-1.6300147,-4.830424932390452
390000,1.4096082,0.00024226388,-4.505575400387833,204.05263157894737,-1.9412928,-4.5055753948134285
400000,1.4093106,0.00024075595,-3.88264892096554,205.77551020408163,-1.849711,-3.8582374821417034
410000,1.4084383,0.00023924826,-4.1784805898261705,143.8709677419355,-2.0729637,-4.19238408796844
420000,1.4077065,0.00023775356,-3.9185732726356948,165.91666666666666,-1.8903446,-3.894437275826931
430000,1.4070561,0.00023624771,-4.413245436018439,168.15151515151516,-2.0776958,-4.4271164044404205
440000,1.4063532,0.00023474461,-4.540765739110372,130.76315789473685,-2.27028,-4.5332106479009
450000,1.4053825,0.00023325664,-4.659996713181177,141.48387096774192,-2.2906973,-4.667098348457662
460000,1.4047654,0.00023174522,-3.7820930698583433,158.81034482758622,-2.1481402,-3.7820931007636003
470000,1.4053867,0.00023025146,-4.317680628506391,191.78947368421052,-1.946111,-4.317680663184116
