Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189384,0.00029926427,-5.084192920913266,82.80701754385964,-5.4071918,-5.084192949821029
20000,1.417874,0.00029774528,-5.088396461334322,87.05217391304348,-5.6943693,-5.0886595897507245
30000,1.417397,0.0002962511,-4.822180493322687,86.23008849557522,-4.8671565,-4.824252591059919
40000,1.4170138,0.00029474826,-4.95332968166635,86.98198198198199,-5.083928,-4.953329682417281
50000,1.4163953,0.00029323756,-4.958338416997407,85.17094017094017,-4.6743903,-4.958338424881809
60000,1.4160802,0.00029174009,-4.829085446305127,84.05128205128206,-4.6479845,-4.829085464278857
70000,1.415748,0.00029025067,-4.954758862380653,87.33035714285714,-4.4514165,-4.9547588508576155
80000,1.4156747,0.00028875604,-5.086222180489721,84.83760683760684,-4.311771,-5.086499953385571
90000,1.4150494,0.0002872476,-4.955359250241149,86.66371681415929,-4.0338535,-4.955286683300428
100000,1.4137844,0.0002857444,-4.955126914264553,84.17391304347827,-3.970531,-4.956049968841775
110000,1.4129941,0.00028425085,-4.95675927861712,82.61864406779661,-3.8662052,-4.956759263777126
120000,1.412815,0.00028275492,-5.083658060200242,82.33333333333333,-3.8366163,-5.083629258298155
130000,1.4130547,0.00028125648,-4.954521067058155,90.65137614678899,-3.7614858,-4.954209139450975
140000,1.4132607,0.00027975888,-4.956294164161606,78.95867768595042,-3.7640216,-4.957644211769592
150000,1.4130235,0.00027824228,-4.442812040133065,87.93103448275862,-3.5454211,-4.442812053486705
160000,1.4124533,0.00027673633,-3.128640002121582,83.76521739130435,-3.344638,-3.242749120582614
170000,1.4123139,0.00027523597,-4.6867356756473395,87.08035714285714,-3.4670374,-4.557828273723083
180000,1.4121158,0.0002737475,-4.2241611186962,96.33980582524272,-3.3670666,-4.215488189064405
190000,1.4111811,0.00027225987,-4.263405476974477,87.69724770642202,-3.3049958,-4.271090891957283
200000,1.4101202,0.0002707538,-4.959382566722596,88.36521739130434,-3.435952,-4.959382572316605
210000,1.4096099,0.00026924605,-4.132518170727417,85.63636363636364,-3.2518423,-4.123783511237813
220000,1.4092059,0.00026775236,-4.382443758089184,95.14285714285714,-3.227976,-4.3820818612263315
230000,1.4086058,0.00026624952,-4.111254165338561,91.04672897196262,-3.1810796,-4.1206184912610935
240000,1.4083116,0.00026475676,-3.5471743213064553,84.23931623931624,-3.2067394,-3.547174322617869
250000,1.4080241,0.00026324566,-4.700921311906865,84.09401709401709,-3.4273453,-4.697805107474841
260000,1.4072987,0.00026174515,-3.9801666382010334,89.75925925925925,-3.1569352,-3.990095387768308
270000,1.4061718,0.0002602449,-3.655234353481642,105.2258064516129,-2.8805513,-3.8025477953741085
280000,1.4049324,0.00025874918,-3.418850999620116,100.86734693877551,-2.8556678,-3.2843414045343495
290000,1.4044415,0.0002572439,-4.557095526111832,86.56637168141593,-3.2222586,-4.557095546374279
300000,1.4040138,0.00025574426,-4.077842640554876,95.71844660194175,-2.9494436,-4.077842680791628
310000,1.4033352,0.0002542394,-3.0301999693607633,102.97872340425532,-2.8687098,-3.0301999733486076
320000,1.4028071,0.0002527462,-3.6538924222451543,103.75268817204301,-2.9176521,-3.6538924328902715
330000,1.4023507,0.0002512484,-3.0336084816916946,106.25531914893617,-2.5557213,-3.033608456796154
340000,1.4016314,0.0002497555,-3.9542153403009443,106.31868131868131,-2.6815178,-3.9542153304913543
350000,1.4009011,0.00024825372,-3.6811957676355775,100.5578947368421,-2.6821349,-3.68119573914691
360000,1.400313,0.00024674612,-2.963165252388702,104.21428571428571,-2.5827844,-2.9631652730916227
370000,1.4001864,0.0002452397,-3.5257536564218372,102.98947368421052,-2.6231363,-3.5094233947865505
380000,1.3999712,0.00024373583,-2.084354709018953,118.11904761904762,-2.3099647,-2.1193717293879564
390000,1.3993515,0.00024224447,-2.941987903687699,108.8433734939759,-2.3312447,-2.9419879107231117
400000,1.3986851,0.00024075167,-3.0797499501107573,109.20833333333333,-2.4834297,-3.0559031211231886
410000,1.3980742,0.0002392507,-1.276873135059027,116.41463414634147,-1.7654147,-1.3258891506906014
420000,1.3980967,0.0002377508,-3.6421782143601296,107.75,-2.4729104,-3.6421782337129116
430000,1.3986062,0.00023625212,-2.222313076375297,99.43434343434343,-1.9822577,-2.2223130613565445
440000,1.3985461,0.00023474985,-0.7019410222225512,122.94871794871794,-1.6580657,-0.8393844706671578
450000,1.3984687,0.00023324252,-0.7330877747494591,121.32926829268293,-1.5766388,-0.6052048058215395
460000,1.3985296,0.00023173966,-1.3610804156582479,109.21739130434783,-1.6083921,-1.3610804194341535
470000,1.3981758,0.00023024574,-0.6321103325536496,112.96551724137932,-1.2819439,-0.5788464814771054
480000,1.3970529,0.00022875243,1.251220045716036,121.9125,-0.83432275,1.2492300463840365
490000,1.3961427,0.0002272631,-0.36324139697783875,117.41463414634147,-0.9946429,-0.3627463044916711
500000,1.395693,0.00022574565,-0.17808234359904684,117.29411764705883,-1.0218594,-0.1784799896618899
510000,1.3954788,0.00022424529,1.2262066987834663,105.37777777777778,-0.43000832,1.1571230903922856
520000,1.3956993,0.00022274816,1.3339115565447786,117.62790697674419,-0.10059003,1.3339115672333295
530000,1.3956758,0.00022124895,1.9474988076123683,109.49411764705883,-0.19023593,1.947498811255483
540000,1.3952314,0.00021974681,4.061230007105041,124.1875,0.48322123,4.061229944694787
550000,1.3950974,0.00021824412,5.33662244562698,111.01123595505618,1.3592349,5.336622484028339
560000,1.3948429,0.00021674816,6.141441317001844,106.92391304347827,1.7517015,6.141441315979414
570000,1.3941905,0.00021525497,4.998495968852231,101.91836734693878,1.6714611,4.998495944452529
580000,1.3936543,0.00021375144,6.432426352002709,104.36263736263736,2.1931593,6.560115513785018
590000,1.3930585,0.00021225553,4.68273893577831,105.01052631578948,1.7328624,4.5812561979983
600000,1.3922691,0.00021076054,6.179667384065478,110.64044943820225,2.3799481,6.1796673679452265
610000,1.3917379,0.00020925146,6.459510376155474,101.30208333333333,2.6541076,6.459510324212412
620000,1.3912706,0.00020775337,6.958222643921113,101.9381443298969,3.1426048,6.95822262694848
630000,1.3907795,0.00020625985,5.721078354536469,101.98969072164948,2.680236,5.834014589044576
640000,1.3905854,0.00020474903,8.196216473725539,101.04123711340206,3.779162,8.0603285524614
650000,1.3899007,0.000203247,7.332832366671591,94.15238095238095,3.5833127,7.308174958094382
660000,1.3889062,0.00020174976,7.0515559677802955,96.83,3.8888466,7.079730654043137
670000,1.3878173,0.00020025267,8.120126721645143,96.05940594059406,4.4080663,8.102095976620912
680000,1.386786,0.0001987546,8.189788557793058,94.36190476190477,4.7714353,8.206141444379991
690000,1.3856678,0.00019724194,7.945332656140117,90.48598130841121,4.6906147,7.945332645812881
700000,1.3851002,0.00019574494,7.923494311335127,93.76415094339623,4.7180276,7.923494314177419
710000,1.3838749,0.00019425603,8.38035184235519,90.30555555555556,5.177062,8.366175665615875
