Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189384,0.00029926648,-5.084743054015642,83.41379310344827,5.201552,-5.084743038911758
20000,1.4204456,0.00029774458,-5.074977735914635,73.88148148148149,4.8890505,-5.0750775928261564
30000,1.42228,0.00029624221,-4.717723163172603,76.488,3.825555,-4.717393578648567
40000,1.4224834,0.00029475518,-4.961846934647341,74.3030303030303,3.3911197,-4.9629067469360235
50000,1.4228321,0.0002932584,-4.9608687022864615,76.890625,2.9556243,-4.960868722002488
60000,1.4228561,0.00029176517,-5.079958977500267,78.64754098360656,2.2733078,-5.079958992659068
70000,1.4229105,0.00029025413,-5.0815267862195554,80.2520325203252,1.7133855,-5.081526789965668
80000,1.4235399,0.00028874446,-5.06815533530332,67.14864864864865,1.5989448,-5.068244833321798
90000,1.4242712,0.00028724512,-5.074567127566256,73.43283582089552,0.7117055,-5.074602968101181
100000,1.4253405,0.00028573888,-4.955517208645249,83.37068965517241,-0.08988525,-4.956326461436912
110000,1.4257812,0.00028425278,-4.8301630027635225,80.97478991596638,-0.49090028,-4.830163003704628
120000,1.4260187,0.00028275733,-4.826408712981726,88.04385964912281,-0.9414436,-4.824350374396396
130000,1.4262633,0.00028124993,-5.086184169760121,84.78947368421052,-1.1894281,-5.085947778237903
140000,1.4265815,0.00027975303,-4.954279613719943,91.5925925925926,-1.3458527,-4.953330814699147
150000,1.425898,0.00027824508,-4.521548523414614,91.42857142857143,-1.329538,-4.526588593943502
160000,1.4248389,0.00027674573,-4.829582698438477,86.75,-1.9041257,-4.827246885325597
170000,1.4242322,0.0002752478,-4.807095190321672,91.26666666666667,-1.8371428,-4.807438022253059
180000,1.4242142,0.00027375348,-5.101220146221381,99.55555555555556,-2.0462904,-5.100829934626818
190000,1.4242499,0.00027225053,-4.954645410205492,89.44545454545455,-2.3200414,-4.953315566165732
200000,1.4241995,0.0002707521,-5.094320715260077,92.78301886792453,-2.3687682,-5.0947622105760395
210000,1.4239566,0.00026926104,-5.087166316757819,85.7433628318584,-2.6963632,-5.08686485527116
220000,1.4229207,0.00026775745,-4.951822781245712,93.13333333333334,-2.6210954,-4.950528794541382
230000,1.421812,0.00026625424,-5.089736304950731,88.3,-2.8372405,-5.089706260677393
240000,1.4213649,0.0002647541,-5.094098072626434,92.52830188679245,-2.904766,-5.094098059214511
250000,1.4212842,0.0002632503,-4.950461973291822,98.71,-2.941788,-4.9504619909077885
260000,1.4216183,0.00026174897,-4.947067301371135,98.44897959183673,-2.9647486,-4.94706732680907
270000,1.4211069,0.00026024642,-4.817999968281733,91.58715596330275,-3.1032715,-4.815755505528715
280000,1.420612,0.00025875005,-4.810713962164368,89.61682242990655,-3.1447027,-4.813025866462676
290000,1.420523,0.00025725283,-5.099907983650919,98.21,-3.2249832,-5.099908005297184
300000,1.4199926,0.0002557469,-4.953128790937346,95.71153846153847,-3.2642694,-4.953128780668171
310000,1.4195644,0.00025424693,-5.090423816757345,88.89908256880734,-3.3021953,-5.090423812491632
320000,1.4192853,0.00025274785,-4.950672336062416,91.92380952380952,-3.3199005,-4.950672323008378
330000,1.4191036,0.00025124257,-4.81968178005508,90.86363636363636,-3.3064613,-4.819681800089099
340000,1.4195087,0.00024974355,-5.098570241544414,96.91089108910892,-3.2524421,-5.098570257941685
350000,1.4189333,0.0002482403,-5.102096931823068,100.39393939393939,-3.2147675,-5.102591812914731
360000,1.418834,0.0002467458,-4.624799949535604,101.75531914893617,-3.163156,-4.6293136237483274
370000,1.4181466,0.00024524122,-4.799252464257256,100.65656565656566,-3.212504,-4.799252459873455
380000,1.4170234,0.00024375506,-4.784525488181277,101.96808510638297,-3.1376784,-4.784525466012828
390000,1.4156841,0.00024224776,-5.099878399943312,98.26470588235294,-3.2168794,-5.099878405166023
400000,1.4152821,0.00024075397,-4.213486223949539,94.31372549019608,-3.0773294,-4.2045246966109415
410000,1.414971,0.00023925929,-4.64956234399884,93.5049504950495,-3.1237838,-4.654160751869865
420000,1.4143842,0.0002377449,-4.638612429172402,105.69791666666667,-3.0137632,-4.638612443426003
430000,1.4141812,0.00023624064,-4.6435754587279865,101.01020408163265,-3.1734583,-4.643575443449069
440000,1.4138578,0.000234736,-4.646531276487171,99.31313131313131,-3.140605,-4.646531283479146
450000,1.4134861,0.00023324517,-4.786981207192487,97.75,-3.1599352,-4.786981211664776
460000,1.4123871,0.00023174834,-4.952973940584343,101.32,-3.0845265,-4.952973943278193
470000,1.4110972,0.00023025103,-4.623103187942717,105.19354838709677,-3.0559916,-4.623103179277912
480000,1.4103045,0.00022875369,-5.090080674643705,88.65137614678899,-3.2936904,-5.090080673746559
