Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.00029701553,-4.608055386630571,58.933734939759034,-0.6654342,-4.605334538898685
20000,1.4199116,0.00029101162,-4.88059756744908,58.31547619047619,-0.86048627,-4.880599964365718
30000,1.4215027,0.0002850121,-4.595837205220361,60.745341614906835,-1.2511079,-4.595867033145442
40000,1.4225705,0.00027900393,-4.698598733023146,59.18072289156626,-1.6375486,-4.69852885235864
50000,1.4228833,0.00027300237,-4.878277527658043,59.193939393939395,-2.1385024,-4.878296935287389
60000,1.4221907,0.0002670087,-4.687081189449236,61.125,-2.5107903,-4.687107447953895
70000,1.4217066,0.00026101107,-4.677001243470717,63.148387096774194,-2.7005544,-4.676792195823885
80000,1.4214897,0.00025500607,-4.473344689417373,64.40789473684211,-2.8468292,-4.473572319863658
90000,1.4208971,0.00024901025,-4.466159956421082,65.09333333333333,-3.011326,-4.465973271479209
100000,1.4206508,0.000242999,-4.1549256331762425,66.02702702702703,-3.0132117,-4.161146267448496
110000,1.4209796,0.00023699575,-4.46945292314681,64.47682119205298,-3.2152448,-4.469452912296286
120000,1.4217929,0.00023101075,-4.563789218848559,66.05369127516778,-3.296293,-4.560322932747973
130000,1.4227883,0.00022500717,-4.265950647608067,64.88,-3.267689,-4.271320511025704
140000,1.4233173,0.00021900456,-4.276292058293046,64.71710526315789,-3.280236,-4.270932396318739
150000,1.4238424,0.00021300957,-3.8811275795956854,64.27631578947368,-3.141913,-3.8811749602717005
160000,1.4241315,0.00020700565,-4.084313673623138,63.71895424836601,-3.277103,-4.090768751337544
170000,1.4239898,0.00020100625,-4.764418747477646,65.41610738255034,-3.3919504,-4.764418745800953
180000,1.4238579,0.00019500122,-4.575094087043278,64.28104575163398,-3.391584,-4.575094078831813
190000,1.4238906,0.00018900084,-4.574883624453256,64.0326797385621,-3.4988558,-4.571622334861834
200000,1.4235162,0.00018300518,-3.9929389181658745,63.3051948051948,-3.2598324,-3.9998915707392078
210000,1.4228063,0.00017699451,-4.078977589807963,64.75,-3.277822,-4.07251121024817
220000,1.4223963,0.00017100456,-4.040501342995462,66.81506849315069,-3.21033,-4.040532851566191
230000,1.4221146,0.00016500425,-4.072585393830406,64.94701986754967,-3.1872458,-4.072561535219483
240000,1.42172,0.00015900069,-3.5565153929786195,65.51006711409396,-2.7517433,-3.556497971133498
250000,1.4215825,0.00015299882,-4.1659906241049365,64.92666666666666,-3.231717,-4.17189134721527
260000,1.421805,0.0001469868,-3.4561127192534555,65.69798657718121,-2.7464848,-3.4561127272728305
270000,1.421909,0.00014099824,-3.819118016978286,67.95138888888889,-2.934441,-3.810425133086168
280000,1.4219078,0.00013501428,-4.059999959523033,65.69127516778524,-3.071144,-4.059930154941226
290000,1.4218785,0.0001290072,-3.2369781849123775,62.87820512820513,-2.7757893,-3.237039726609603
300000,1.4216633,0.00012300223,-3.365787970490443,64.66,-2.770592,-3.3770277684690146
310000,1.4214903,0.00011700833,-3.6841788894794023,64.67105263157895,-2.8473399,-3.6750409987489907
320000,1.4211563,0.000111012865,-3.6293191609869084,66.58904109589041,-2.6436763,-3.6390788982413254
330000,1.4209965,0.0001050108,-3.476893994206291,65.2251655629139,-2.678645,-3.4663412869970003
340000,1.4208171,9.901256e-05,-3.066163946641609,65.10666666666667,-2.4920168,-3.066202624241511
350000,1.4205291,9.300507e-05,-3.938246548855167,67.26712328767124,-2.9129455,-3.938260240454788
360000,1.4205166,8.699065e-05,-2.952664397192819,65.63758389261746,-2.2598512,-2.9526174165958525
370000,1.420308,8.100238e-05,-2.880107247406333,64.45033112582782,-2.4045274,-2.880188022622999
380000,1.4200938,7.501315e-05,-2.9663066518881047,65.26666666666667,-2.3867495,-2.9661920028428237
390000,1.4200991,6.90065e-05,-2.4996828438551777,64.45394736842105,-2.0659313,-2.499753901636914
400000,1.4200456,6.300147e-05,-3.0315018790774046,62.70967741935484,-2.4051821,-3.0444614781210055
410000,1.4199237,5.7007102e-05,-2.751547613265555,65.89261744966443,-2.4006555,-2.8372066990044473
420000,1.4198109,5.1012612e-05,-2.184973475073051,64.72847682119205,-1.8174362,-2.08562115594646
430000,1.4197483,4.500402e-05,-2.0063920861407256,64.51315789473684,-1.8530959,-2.006559146960315
440000,1.4195249,3.8988455e-05,-1.5124039108126646,63.98684210526316,-1.3613123,-1.535530707853682
450000,1.4193562,3.2991273e-05,-2.0831897108717103,62.94230769230769,-1.3384563,-2.064051598791153
460000,1.4193041,2.7002434e-05,-1.413977604774501,64.25657894736842,-1.3815742,-1.413888123376589
470000,1.419288,2.1007634e-05,-1.3137269116944084,62.756410256410255,-1.4301991,-1.3135410436930566
480000,1.4192616,1.5008551e-05,-2.1237333235467837,63.81699346405229,-1.5372301,-2.123951629388566
490000,1.4192585,8.9981295e-06,-1.3866141474415217,62.987096774193546,-1.0656825,-1.4101538006216288
500000,1.4192568,2.9929815e-06,-1.0753278389434577,61.639240506329116,-0.8599621,-1.0753278460683702
